"scientific_name"	"id"	"time"	"decimalLongitude"	"decimalLatitude"	"lon"	"lat"	"bio1"	"bio2"	"bio4"
"Panthera onca"	187	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2991	89	1979
"Panthera onca"	382	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2990	89	1966
"Panthera onca"	412	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2988	89	1658
"Panthera onca"	413	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2988	90	1626
"Panthera onca"	444	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2963	86	3559
"Panthera onca"	10	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2992	61	362
"Panthera onca"	328	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2968	74	1721
"Panthera onca"	330	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2966	65	1749
"Panthera onca"	145	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2979	75	2178
"Panthera onca"	341	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	36	2226
"Panthera onca"	121	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	32	2227
"Panthera onca"	125	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	32	2228
"Panthera onca"	127	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	36	2238
"Panthera onca"	184	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	36	2238
"Panthera onca"	103	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	32	2228
"Panthera onca"	17	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	36	2238
"Panthera onca"	370	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	32	2228
"Panthera onca"	42	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	32	2230
"Panthera onca"	86	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2988	27	2229
"Panthera onca"	318	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	32	2230
"Panthera onca"	357	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	32	2230
"Panthera onca"	185	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	32	2243
"Panthera onca"	21	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2988	27	2229
"Panthera onca"	378	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2988	27	2229
"Panthera onca"	435	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	32	2230
"Panthera onca"	436	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2988	27	2229
"Panthera onca"	461	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	36	2238
"Panthera onca"	465	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2988	24	2234
"Panthera onca"	481	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	29	2241
"Panthera onca"	40	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2990	68	2457
"Panthera onca"	32	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2979	118	2564
"Panthera onca"	33	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2932	149	2979
"Panthera onca"	80	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2940	148	2971
"Panthera onca"	34	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2916	148	2940
"Panthera onca"	81	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2916	147	2922
"Panthera onca"	2	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2910	145	2890
"Panthera onca"	73	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2915	141	2862
"Panthera onca"	67	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2962	85	3440
"Panthera onca"	48	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2963	69	3591
"Panthera onca"	384	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2970	68	2101
"Panthera onca"	391	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2974	145	2265
"Panthera onca"	407	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2950	111	3589
"Panthera onca"	442	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2984	67	2319
"Panthera onca"	22	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	38	2235
"Panthera onca"	129	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	41	2243
"Panthera onca"	25	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	45	2265
"Panthera onca"	30	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	45	2265
"Panthera onca"	116	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	53	2316
"Panthera onca"	39	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	53	2316
"Panthera onca"	96	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	47	2283
"Panthera onca"	114	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2990	40	2258
"Panthera onca"	128	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	47	2283
"Panthera onca"	93	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2990	40	2258
"Panthera onca"	94	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	50	2297
"Panthera onca"	13	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	47	2283
"Panthera onca"	14	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	58	2337
"Panthera onca"	126	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	50	2297
"Panthera onca"	51	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2990	45	2276
"Panthera onca"	46	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2990	55	2332
"Panthera onca"	5	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2990	49	2300
"Panthera onca"	101	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2990	49	2300
"Panthera onca"	173	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2990	49	2300
"Panthera onca"	176	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2990	52	2325
"Panthera onca"	181	"1981"	-76.81185	0.869896	-1166266.14713726	-4276086.32514473	2989	45	2265
"Panthera onca"	316	"1981"	-79.179186	0.631768	-1499350.6481711	-4253072.42422085	2990	55	2332
"Panthera onca"	320	"1981"	-105.41444	21.684152	-4005931.16038656	-1328673.68598517	2990	45	2276
"Panthera onca"	321	"1981"	-105.436213	21.799237	-4002394.47095134	-1317318.54721297	2990	49	2300
"Panthera onca"	322	"1981"	-105.530314	21.62938	-4020100.84916003	-1327066.17804998	2989	48	2268
"Panthera onca"	325	"1981"	-105.430773	21.760492	-4003773.04689389	-1321037.12499288	2990	49	2307
"Panthera onca"	347	"1981"	-105.475571	21.662258	-4013059.67649313	-1327212.24315507	2990	45	2276
"Panthera onca"	359	"1981"	-105.430427	21.683059	-4007566.43921249	-1327883.79369226	2990	42	2277
"Panthera onca"	362	"1981"	-105.40261	21.632826	-4007295.39393831	-1333854.21599308	2990	60	2375
"Panthera onca"	376	"1981"	-72.625495	11.034447	-526993.329416454	-3402057.47018322	2990	42	2264
"Panthera onca"	389	"1981"	-105.473813	21.756386	-4008228.32945621	-1319013.66738057	2989	46	2258
"Panthera onca"	416	"1981"	-105.454749	21.680608	-4010092.96747502	-1326750.82949296	2990	57	2353
"Panthera onca"	417	"1981"	-96.761918	17.107225	-3297432.91053691	-2177990.87184559	2990	49	2300
"Panthera onca"	447	"1981"	-52.618912	4.032035	2154215.64113662	-3825221.39705801	2989	50	2297
"Panthera onca"	462	"1981"	-105.29283	20.453359	-4054307.60083971	-1443645.66724088	2990	55	2332
"Panthera onca"	463	"1981"	-77.594962	-1.15245	-1297617.17809976	-4436965.81811646	2989	40	2241
"Panthera onca"	469	"1981"	-105.349644	20.482438	-4058592.05330531	-1437908.96380538	2989	50	2297
"Panthera onca"	472	"1981"	-83.387481	8.512211	-1937699.20926881	-3453265.15039725	2990	57	2353
"Panthera onca"	473	"1981"	-73.44017	6.7019	-658469.010313257	-3798081.99149221	2989	53	2316
"Panthera onca"	124	"1981"	-73.44017	6.72534	-658322.255551776	-3795938.23412415	2990	42	2277
"Panthera onca"	49	"1981"	-105.500174	21.769157	-4010199.53642955	-1316425.60775148	2990	46	2324
"Panthera onca"	35	"1981"	-76.78817	0.867748	-1162979.62764013	-4276654.64484856	2989	45	2343
"Panthera onca"	135	"1981"	-76.78817	0.867748	-1162979.62764013	-4276654.64484856	2990	47	2355
"Panthera onca"	9	"1981"	-76.78817	0.867748	-1162979.62764013	-4276654.64484856	2990	44	2310
"Panthera onca"	27	"1981"	-76.78817	0.867748	-1162979.62764013	-4276654.64484856	2989	46	2364
"Panthera onca"	8	"1981"	-76.78817	0.867748	-1162979.62764013	-4276654.64484856	2990	47	2355
"Panthera onca"	343	"1981"	-105.534154	21.64646	-4019634.54755244	-1325348.50375998	2989	46	2364
"Panthera onca"	182	"1981"	-105.472262	21.605531	-4015538.01818613	-1332393.68939084	2990	48	2353
"Panthera onca"	183	"1981"	-105.46637	21.77436	-4006603.60223964	-1317841.62686364	2990	49	2368
"Panthera onca"	363	"1981"	-105.541866	21.789213	-4013321.35696692	-1312343.77348027	2990	48	2331
"Panthera onca"	6	"1981"	-105.504204	21.768101	-4010649.78389813	-1316295.07984342	2990	44	2287
"Panthera onca"	364	"1981"	-105.438357	21.795359	-4002798.01766621	-1317541.87619034	2990	46	2315
"Panthera onca"	56	"1981"	-105.582773	21.775598	-4018033.56081646	-1311270.65971449	2990	49	2368
"Panthera onca"	108	"1981"	-105.461599	21.654753	-4012048.97186307	-1328649.22373743	2990	49	2368
"Panthera onca"	44	"1981"	-89.496534	18.317851	-2443862.81062295	-2353965.93337047	2990	48	2331
"Panthera onca"	170	"1981"	-79.250291	9.322341	-1392785.96374552	-3474284.68113699	2990	48	2353
"Panthera onca"	26	"1981"	-76.78817	0.867748	-1162979.62764013	-4276654.64484856	2990	49	2368
"Panthera onca"	107	"1981"	-76.78817	0.867748	-1162979.62764013	-4276654.64484856	2990	46	2324
"Panthera onca"	104	"1981"	-76.78817	0.867748	-1162979.62764013	-4276654.64484856	2990	50	2347
"Panthera onca"	422	"1981"	-76.78817	0.867748	-1162979.62764013	-4276654.64484856	2989	45	2343
"Panthera onca"	441	"1981"	-76.78817	0.867748	-1162979.62764013	-4276654.64484856	2988	42	2220
"Panthera onca"	445	"1981"	-76.78817	0.867748	-1162979.62764013	-4276654.64484856	2990	52	2359
"Panthera onca"	468	"1981"	-105.583901	21.622545	-4025738.08946674	-1324685.30385948	2990	46	2329
"Panthera onca"	479	"1981"	-105.531378	21.631484	-4020101.86234859	-1326821.72050115	2990	49	2368
"Panthera onca"	480	"1981"	-105.570356	21.726202	-4019258.76944085	-1316312.20118491	2989	46	2256
"Panthera onca"	344	"1981"	-105.480993	21.665594	-4013430.82069664	-1326617.24172559	2990	52	2367
"Panthera onca"	486	"1981"	-105.598076	21.669909	-4024789.41719386	-1319726.60443324	2978	92	3065
"Panthera onca"	434	"1981"	-76.618879	0.119772	-1146641.13231199	-4344198.07721743	2990	54	2392
"Panthera onca"	4	"1981"	-105.400026	21.701011	-4003672.71948759	-1327985.81266389	2990	57	2353
"Panthera onca"	139	"1981"	-105.508382	21.740978	-4012405.86635832	-1318453.73601202	2990	57	2353
"Panthera onca"	470	"1981"	-105.493481	21.71469	-4012235.45394329	-1321597.63438516	2990	61	2385
"Panthera onca"	467	"1981"	-105.58293	21.723942	-4020612.45623849	-1315811.90654683	2990	61	2385
"Panthera onca"	29	"1981"	-77.392148	-0.721784	-1264273.48690219	-4403728.17446703	2990	49	2307
"Panthera onca"	16	"1981"	-105.569494	21.733432	-4018815.02440393	-1315723.30485363	2990	61	2381
"Panthera onca"	420	"1981"	-105.553441	21.752515	-4016283.64991786	-1314934.52275305	2990	56	2347
"Panthera onca"	12	"1981"	-89.146334	17.593414	-2424416.27569067	-2434457.64984427	2990	61	2381
"Panthera onca"	372	"1981"	-105.511859	21.619974	-4018741.27476775	-1328920.80496024	2990	51	2332
"Panthera onca"	97	"1981"	-89.14609	17.493758	-2427158.86045989	-2443899.33497549	2990	56	2347
"Panthera onca"	123	"1981"	-105.454663	21.708451	-4008707.5443846	-1324301.43195349	2990	61	2381
"Panthera onca"	381	"1981"	-105.473254	21.788154	-4006600.69079619	-1316243.73316805	2990	61	2381
"Panthera onca"	113	"1981"	-105.453841	21.761667	-4005994.05836942	-1319655.31258717	2990	51	2332
"Panthera onca"	20	"1981"	-105.546055	21.757559	-4015304.35726504	-1314900.48083264	2990	64	2403
"Panthera onca"	95	"1981"	-105.460928	21.653201	-4012059.34524895	-1328823.23067676	2990	61	2381
"Panthera onca"	122	"1981"	-105.412802	21.779737	-4001046.07523995	-1320334.82291325	2990	63	2404
"Panthera onca"	421	"1981"	-105.559634	21.609493	-4023985.66983185	-1327185.53958659	2990	58	2369
"Panthera onca"	174	"1981"	-105.454674	21.77085	-4005622.04334849	-1318799.40250867	2990	58	2369
"Panthera onca"	109	"1981"	-105.548653	21.67781	-4019514.31113893	-1321781.24067445	2990	63	2404
"Panthera onca"	319	"1981"	-105.41844	21.736407	-4003744.73456447	-1323844.36120772	2990	63	2404
"Panthera onca"	106	"1981"	-56.010102	-19.575293	2027413.58613479	-5794685.49048046	2990	55	2367
"Panthera onca"	377	"1981"	-105.581696	21.774767	-4017968.53034148	-1311403.73868886	2990	69	2450
"Panthera onca"	475	"1981"	-105.139557	21.380662	-3993590.38075866	-1370648.73110043	2990	65	2434
"Panthera onca"	175	"1981"	-88.467673	16.61444	-2373071.47933916	-2549530.14471331	2990	50	2347
"Panthera onca"	374	"1981"	-89.356414	18.020562	-2436388.6495357	-2386912.13698867	2990	57	2376
"Panthera onca"	478	"1981"	-105.578591	21.765038	-4018144.93551746	-1312433.41851317	2990	69	2450
"Panthera onca"	179	"1981"	-89.252398	18.056542	-2423566.14166003	-2386995.28083948	2990	65	2434
"Panthera onca"	99	"1981"	-105.425549	21.623373	-4010032.8271328	-1333415.1397342	2990	62	2416
"Panthera onca"	415	"1981"	-88.22537	17.455474	-2322702.49600295	-2477782.52503448	2990	62	2416
"Panthera onca"	130	"1981"	-104.038562	21.11111	-3896416.48481007	-1454601.76971817	2990	55	2367
"Panthera onca"	324	"1981"	-76.44854	7.372712	-1051374.90915037	-3701081.07400065	2990	55	2367
"Panthera onca"	110	"1981"	-76.435705	7.208152	-1051344.13929022	-3716326.95391466	2990	65	2434
"Panthera onca"	448	"1981"	-76.78092	0.87417	-1161902.52233902	-4276212.86174859	2990	55	2367
"Panthera onca"	379	"1981"	-76.78092	0.87417	-1161902.52233902	-4276212.86174859	2990	57	2376
"Panthera onca"	36	"1981"	-76.78092	0.87417	-1161902.52233902	-4276212.86174859	2990	57	2397
"Panthera onca"	340	"1981"	-76.78092	0.87417	-1161902.52233902	-4276212.86174859	2989	32	2243
"Panthera onca"	111	"1981"	-76.78092	0.87417	-1161902.52233902	-4276212.86174859	2988	27	2229
"Panthera onca"	356	"1981"	-76.78092	0.87417	-1161902.52233902	-4276212.86174859	2988	26	2236
"Panthera onca"	105	"1981"	-76.78092	0.87417	-1161902.52233902	-4276212.86174859	2990	40	2274
"Panthera onca"	38	"1981"	-76.78092	0.87417	-1161902.52233902	-4276212.86174859	2989	31	2248
"Panthera onca"	115	"1981"	-76.78092	0.87417	-1161902.52233902	-4276212.86174859	2988	29	2238
"Panthera onca"	138	"1981"	-76.78092	0.87417	-1161902.52233902	-4276212.86174859	2988	29	2238
"Panthera onca"	172	"1981"	-76.78092	0.87417	-1161902.52233902	-4276212.86174859	2989	31	2248
"Panthera onca"	43	"1981"	-79.182339	0.623541	-1499895.91826874	-4253717.76112701	2989	34	2258
"Panthera onca"	87	"1981"	-88.926816	17.625771	-2398442.38983492	-2438716.02791279	2989	31	2248
"Panthera onca"	132	"1981"	-99.351068	23.647672	-3310189.85264219	-1457588.82733982	2989	34	2258
"Panthera onca"	117	"1981"	-91.489421	17.27033	-2700671.90048146	-2381794.86712259	2989	31	2248
"Panthera onca"	92	"1981"	-108.631049	29.178362	-3912845.69223521	-486976.365385453	2988	26	2236
"Panthera onca"	134	"1981"	-76.78092	0.87417	-1161902.52233902	-4276212.86174859	2990	40	2278
"Panthera onca"	37	"1981"	-79.17687	0.615978	-1499230.83888238	-4254484.57749856	2988	30	2255
"Panthera onca"	15	"1981"	-56.837672	-17.265856	1867504.94762448	-5652587.75428011	2990	40	2278
"Panthera onca"	180	"1981"	-56.706246	-17.259902	1888293.54063494	-5648743.1005422	2990	42	2298
"Panthera onca"	178	"1981"	-75.910659	-0.897964	-1056006.19689413	-4442614.50976188	2990	42	2298
"Panthera onca"	53	"1981"	-105.435018	21.779109	-4003271.88340137	-1319160.0667305	2990	42	2298
"Panthera onca"	360	"1981"	-105.419534	21.704677	-4005420.88357382	-1326581.70668648	2988	30	2263
"Panthera onca"	50	"1981"	-105.439053	21.688491	-4008151.04855849	-1326926.62843796	2988	30	2263
"Panthera onca"	7	"1981"	-105.545478	21.726277	-4016798.25124724	-1317688.60712771	2990	42	2298
"Panthera onca"	193	"1981"	-105.469902	21.791768	-4006090.81378048	-1316110.85902131	2989	42	2309
"Panthera onca"	100	"1981"	-105.434153	21.718076	-4006204.0756639	-1324590.08603193	2989	35	2286
"Panthera onca"	171	"1981"	-105.440661	21.743723	-4005579.2951755	-1321968.02171974	2989	35	2286
"Panthera onca"	112	"1981"	-105.531395	21.76626	-4013425.70339078	-1314947.99452087	2988	32	2280
"Panthera onca"	358	"1981"	-77.492556	-1.091452	-1282430.99136537	-4433585.60768877	2989	37	2302
"Panthera onca"	365	"1981"	-76.939444	6.866389	-1121445.18275106	-3739960.01020385	2989	37	2302
"Panthera onca"	367	"1981"	-76.939444	6.866389	-1121445.18275106	-3739960.01020385	2989	41	2313
"Panthera onca"	368	"1981"	-76.939444	6.866389	-1121445.18275106	-3739960.01020385	2989	43	2324
"Panthera onca"	57	"1981"	-76.939444	6.866389	-1121445.18275106	-3739960.01020385	2989	43	2332
"Panthera onca"	136	"1981"	-76.939444	6.866389	-1121445.18275106	-3739960.01020385	2989	43	2332
"Panthera onca"	98	"1981"	-76.939444	6.866389	-1121445.18275106	-3739960.01020385	2989	43	2332
"Panthera onca"	18	"1981"	-77.48595	-1.187197	-1282515.30785762	-4441877.02295971	2988	38	2321
"Panthera onca"	346	"1981"	-77.270833	5.7125	-1178032.13008551	-3839382.65002654	2989	42	2345
"Panthera onca"	375	"1981"	-77.270833	5.7125	-1178032.13008551	-3839382.65002654	2989	43	2324
"Panthera onca"	380	"1981"	-74.310371	6.679881	-774387.866375569	-3791468.89624675	2989	34	2265
"Panthera onca"	383	"1981"	-105.513616	21.788222	-4010582.17810818	-1313999.21225671	2989	42	2345
"Panthera onca"	387	"1981"	-105.526471	21.625072	-4019934.13780484	-1327659.28423055	2989	42	2345
"Panthera onca"	418	"1981"	-105.55356	21.608888	-4023414.94636363	-1327576.93983435	2989	42	2309
"Panthera onca"	437	"1981"	-105.551855	21.771831	-4015169.1893737	-1313320.72631422	2990	47	2355
"Panthera onca"	449	"1981"	-76.939444	6.866389	-1121445.18275106	-3739960.01020385	2988	29	2238
"Panthera onca"	450	"1981"	-76.939444	6.866389	-1121445.18275106	-3739960.01020385	2988	36	2328
"Panthera onca"	460	"1981"	-76.939444	6.866389	-1121445.18275106	-3739960.01020385	2988	29	2256
"Panthera onca"	464	"1981"	-105.388577	21.545747	-4010203.01293463	-1342306.97523137	2989	42	2309
"Panthera onca"	471	"1981"	-105.206569	21.499807	-3994408.39373612	-1356435.8930899	2989	43	2332
"Panthera onca"	476	"1981"	-52.501446	3.821593	2174034.80133824	-3840128.5944663	2989	38	2288
"Panthera onca"	477	"1981"	-57.312946	-24.909197	1874356.75083143	-6192323.67988805	2989	34	2258
"Panthera onca"	88	"1981"	-105.495035	21.746111	-4010833.29768541	-1318742.13977749	2990	59	2397
"Panthera onca"	342	"1981"	-105.476854	21.799918	-4006373.75794446	-1315006.8538332	2990	59	2397
"Panthera onca"	345	"1981"	-105.42021	21.656959	-4007845.34210279	-1330751.0618909	2990	66	2444
"Panthera onca"	177	"1981"	-105.47283	21.757662	-4008068.07450775	-1318955.68640793	2990	57	2397
"Panthera onca"	317	"1981"	-105.578918	21.628148	-4024967.63276072	-1324469.63303973	2990	66	2444
"Panthera onca"	28	"1981"	-105.599912	21.774487	-4019779.79549774	-1310415.53043462	2990	59	2397
"Panthera onca"	334	"1981"	-77.475633	-1.153908	-1280695.72937779	-4439218.65053145	2990	52	2367
"Panthera onca"	373	"1981"	-76.864566	-0.595955	-1188353.112809	-4401885.69282306	2990	59	2405
"Panthera onca"	419	"1981"	-90.195224	18.270274	-2524164.04453941	-2334464.38807601	2990	59	2405
"Panthera onca"	102	"1981"	-90.36163	18.095128	-2548100.21915274	-2345190.29803854	2990	63	2434
"Panthera onca"	3	"1981"	-76.63111	0.37017	-1145913.86938391	-4322341.03165622	2990	56	2401
"Panthera onca"	446	"1981"	-76.63111	0.37017	-1145913.86938391	-4322341.03165622	2990	59	2405
"Panthera onca"	485	"1981"	-76.63111	0.37017	-1145913.86938391	-4322341.03165622	2981	87	2961
"Panthera onca"	409	"1981"	-76.63111	0.37017	-1145913.86938391	-4322341.03165622	2919	154	5530
"Panthera onca"	488	"1981"	-77.50309	6.70693	-1197784.83307071	-3745436.44051876	2877	132	8364
"Panthera onca"	484	"1981"	-105.587503	21.642362	-4025111.30001541	-1322740.34263153	2877	132	8364
"Panthera onca"	489	"1981"	-105.486997	21.615121	-4016521.80145844	-1330730.21847586	2877	132	8364
"Panthera onca"	490	"1981"	-105.41887	21.699121	-4005629.75210558	-1327108.38274915	2877	132	8364
"Panthera onca"	491	"1981"	-105.461083	21.628417	-4013300.14780231	-1330998.40528575	2877	132	8364
"Panthera onca"	492	"1981"	-105.532764	21.727618	-4015476.05512678	-1318276.92482327	2877	132	8364
"Panthera onca"	493	"1981"	-105.590831	21.605025	-4027292.10586167	-1325841.22125825	2877	132	8364
"Panthera onca"	494	"1981"	-76.502823	-0.470455	-1135975.89906818	-4396917.27463322	2877	132	8364
"Panthera onca"	495	"1981"	-105.418385	21.723597	-4004372.34804402	-1324977.06146414	2877	132	8364
"Panthera onca"	496	"1981"	-105.530505	21.739701	-4014654.14094893	-1317337.78650681	2877	132	8364
"Panthera onca"	497	"1981"	-105.422062	21.664626	-4007649.80533641	-1329972.52683409	2877	132	8364
"Panthera onca"	498	"1981"	-105.419456	21.720344	-4004638.98646805	-1325204.57581925	2877	132	8364
"Panthera onca"	499	"1981"	-105.55257	21.768331	-4015413.33760788	-1313589.40151729	2877	132	8364
"Panthera onca"	500	"1981"	-105.427915	21.706918	-4006138.86605429	-1325919.62368928	2877	132	8364
"Panthera onca"	188	"1981"	-105.403625	21.654366	-4006332.29063162	-1331899.12302555	2994	79	672
"Panthera onca"	143	"1981"	-77.548664	-1.091357	-1290389.83116256	-4432578.87018735	3003	71	1291
"Panthera onca"	144	"1981"	-105.415579	21.778788	-4001367.34758715	-1320264.80425437	3003	71	1273
"Panthera onca"	142	"1981"	-105.542352	21.681864	-4018690.73159169	-1321774.56732214	3003	70	1252
"Panthera onca"	133	"1981"	-105.541261	21.654868	-4019920.60623581	-1324212.79219925	2986	42	597
"Panthera onca"	331	"1981"	-105.41581	21.787478	-4000960.62475193	-1319485.44453733	2983	32	440
"Panthera onca"	349	"1981"	-105.525111	21.774951	-4012374.57345435	-1314530.95042941	2971	53	336
"Panthera onca"	431	"1981"	-105.425488	21.604211	-4010973.30027329	-1335107.14727747	2988	29	231
"Panthera onca"	432	"1981"	-105.539685	21.612128	-4021882.14328316	-1328063.91638357	2988	29	231
"Panthera onca"	459	"1981"	-77.575067	-0.509109	-1287843.3720726	-4382259.30464675	2990	38	298
"Panthera onca"	440	"1981"	-77.56149	-0.449131	-1285277.81461556	-4377351.8958278	2994	55	444
"Panthera onca"	439	"1981"	-106.663485	35.078382	-3423618.28588491	-49200.539525816	2994	55	444
"Panthera onca"	438	"1981"	-106.236018	23.220133	-4009196.6598131	-1147559.26624771	2994	55	444
"Panthera onca"	429	"1981"	-106.648283	23.792409	-4019459.32994994	-1074115.33074854	2994	55	444
"Panthera onca"	428	"1981"	-76.219227	-0.454486	-1095729.01126585	-4399921.74360705	2994	55	444
"Panthera onca"	427	"1981"	-106.663485	35.078382	-3423618.28588491	-49200.539525816	2994	55	444
"Panthera onca"	426	"1981"	-106.663485	35.078382	-3423618.28588491	-49200.539525816	2994	55	444
"Panthera onca"	425	"1981"	-106.663485	35.078382	-3423618.28588491	-49200.539525816	2994	55	444
"Panthera onca"	424	"1981"	-106.663485	35.078382	-3423618.28588491	-49200.539525816	2994	55	444
"Panthera onca"	392	"1981"	-106.663485	35.078382	-3423618.28588491	-49200.539525816	2959	58	260
"Panthera onca"	393	"1981"	-106.663485	35.078382	-3423618.28588491	-49200.539525816	2989	53	306
"Panthera onca"	433	"1981"	-106.663485	35.078382	-3423618.28588491	-49200.539525816	3003	71	442
"Panthera onca"	332	"1981"	-106.663485	35.078382	-3423618.28588491	-49200.539525816	2916	68	247
"Panthera onca"	333	"1981"	-106.663485	35.078382	-3423618.28588491	-49200.539525816	2916	68	247
"Panthera onca"	191	"1981"	-106.663485	35.078382	-3423618.28588491	-49200.539525816	2941	67	243
"Panthera onca"	192	"1981"	-106.663485	35.078382	-3423618.28588491	-49200.539525816	2941	67	243
"Panthera onca"	323	"1981"	-106.663485	35.078382	-3423618.28588491	-49200.539525816	2993	79	660
"Panthera onca"	52	"1981"	-106.663485	35.078382	-3423618.28588491	-49200.539525816	2993	78	672
